m.label,n.label,omop_concept_id,complementary
Primary Malignant Neoplasm Disorder Value Set,"Myeloid leukemia, unspecified in remission",45576369,
Primary Malignant Neoplasm Disorder Value Set,"Myeloid leukemia, unspecified in relapse",45571573,
Primary Malignant Neoplasm Disorder Value Set,Acute myeloid leukemia with multilineage dysplasia not having achieved remission,45557045,
Primary Malignant Neoplasm Disorder Value Set,"Acute myeloid leukemia with multilineage dysplasia, in remission",45586068,
Primary Malignant Neoplasm Disorder Value Set,"Acute myeloid leukemia with multilineage dysplasia, in relapse",45532963,
Primary Malignant Neoplasm Disorder Value Set,Other myeloid leukemia not having achieved remission,45537877,
Primary Malignant Neoplasm Disorder Value Set,"Other myeloid leukemia, in remission",35206436,
Primary Malignant Neoplasm Disorder Value Set,"Other myeloid leukemia, in relapse",45586069,
Primary Malignant Neoplasm Disorder Value Set,"Acute monoblastic/monocytic leukemia, not having achieved remission",45581257,
Primary Malignant Neoplasm Disorder Value Set,"Acute monoblastic/monocytic leukemia, in remission",45571574,
Primary Malignant Neoplasm Disorder Value Set,"Acute monoblastic/monocytic leukemia, in relapse",45537878,
Primary Malignant Neoplasm Disorder Value Set,Chronic myelomonocytic leukemia not having achieved remission,45557046,
Primary Malignant Neoplasm Disorder Value Set,"Chronic myelomonocytic leukemia, in remission",45566649,
Primary Malignant Neoplasm Disorder Value Set,"Chronic myelomonocytic leukemia, in relapse",45600567,
Primary Malignant Neoplasm Disorder Value Set,Juvenile myelomonocytic leukemia not having achieved remission,45547559,
Primary Malignant Neoplasm Disorder Value Set,"Juvenile myelomonocytic leukemia, in remission",45552315,
Primary Malignant Neoplasm Disorder Value Set,"Juvenile myelomonocytic leukemia, in relapse",45557047,
Primary Malignant Neoplasm Disorder Value Set,"Monocytic leukemia, unspecified, not having achieved remission",45600569,
Primary Malignant Neoplasm Disorder Value Set,"Monocytic leukemia, unspecified in remission",45561881,
Primary Malignant Neoplasm Disorder Value Set,"Monocytic leukemia, unspecified in relapse",45542666,
Primary Malignant Neoplasm Disorder Value Set,"Other monocytic leukemia, not having achieved remission",45605334,
Primary Malignant Neoplasm Disorder Value Set,Other monocytic leukemia in remission,45571575,
Primary Malignant Neoplasm Disorder Value Set,Other monocytic leukemia in relapse,45581259,
Primary Malignant Neoplasm Disorder Value Set,"Acute erythroid leukemia, not having achieved remission",45590966,
Primary Malignant Neoplasm Disorder Value Set,"Acute erythroid leukemia, in remission",45571577,
Primary Malignant Neoplasm Disorder Value Set,"Acute erythroid leukemia, in relapse",45566650,
Primary Malignant Neoplasm Disorder Value Set,Acute megakaryoblastic leukemia not having achieved remission,45586070,
Primary Malignant Neoplasm Disorder Value Set,"Acute megakaryoblastic leukemia, in remission",45571578,
Primary Malignant Neoplasm Disorder Value Set,"Acute megakaryoblastic leukemia, in relapse",45547560,
Primary Malignant Neoplasm Disorder Value Set,Mast cell leukemia not having achieved remission,45605335,
Primary Malignant Neoplasm Disorder Value Set,"Mast cell leukemia, in remission",45600570,
Primary Malignant Neoplasm Disorder Value Set,"Mast cell leukemia, in relapse",45532964,
Primary Malignant Neoplasm Disorder Value Set,Acute panmyelosis with myelofibrosis not having achieved remission,45595724,
Primary Malignant Neoplasm Disorder Value Set,"Acute panmyelosis with myelofibrosis, in remission",45552316,
Primary Malignant Neoplasm Disorder Value Set,"Acute panmyelosis with myelofibrosis, in relapse",45581260,
Primary Malignant Neoplasm Disorder Value Set,"Myelodysplastic disease, not classified",920124,
Primary Malignant Neoplasm Disorder Value Set,Other specified leukemias not having achieved remission,45542668,
Primary Malignant Neoplasm Disorder Value Set,"Other specified leukemias, in remission",45566651,
Primary Malignant Neoplasm Disorder Value Set,"Other specified leukemias, in relapse",45586072,
Primary Malignant Neoplasm Disorder Value Set,Acute leukemia of unspecified cell type not having achieved remission,45571579,
Primary Malignant Neoplasm Disorder Value Set,"Acute leukemia of unspecified cell type, in remission",45590967,
Primary Malignant Neoplasm Disorder Value Set,"Acute leukemia of unspecified cell type, in relapse",45552317,
Primary Malignant Neoplasm Disorder Value Set,Chronic leukemia of unspecified cell type not having achieved remission,45542669,
Primary Malignant Neoplasm Disorder Value Set,"Chronic leukemia of unspecified cell type, in remission",45581261,
Primary Malignant Neoplasm Disorder Value Set,"Chronic leukemia of unspecified cell type, in relapse",45532965,
Primary Malignant Neoplasm Disorder Value Set,"Leukemia, unspecified not having achieved remission",45590968,
Primary Malignant Neoplasm Disorder Value Set,"Leukemia, unspecified, in remission",45595726,
Primary Malignant Neoplasm Disorder Value Set,"Leukemia, unspecified, in relapse",45576371,
Primary Malignant Neoplasm Disorder Value Set,Multifocal and multisystemic (disseminated)  Langerhans-cell histiocytosis,35206451,
Primary Malignant Neoplasm Disorder Value Set,"Malignant mast cell neoplasm, unspecified",1326484,
Primary Malignant Neoplasm Disorder Value Set,Mast cell sarcoma,1326486,
Primary Malignant Neoplasm Disorder Value Set,Other malignant cell neoplasm,,Y
Primary Malignant Neoplasm Disorder Value Set,"Sarcoma of dendritic cells (accessory cells) Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",,
Primary Malignant Neoplasm Disorder Value Set,Multifocal and unisystemic Langerhans-cell histiocytosis,37610934,
Primary Malignant Neoplasm Disorder Value Set,Unifocal Langerhans-cell histiocytosis,37614085,
Primary Malignant Neoplasm Disorder Value Set,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",35206456,
Primary Malignant Neoplasm Disorder Value Set,Histiocytic sarcoma,37614087,
Primary Malignant Neoplasm Disorder Value Set,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",45581267,
Primary Malignant Neoplasm Disorder Value Set,POLYCYTHEMIA VERA,4030270,
Primary Malignant Neoplasm Disorder Value Set,"Refractory anemia without ring sideroblasts, so stated",35206667,
Primary Malignant Neoplasm Disorder Value Set,Refractory anemia with ring sideroblasts,35206668,
Primary Malignant Neoplasm Disorder Value Set,"Refractory anemia with excess of blasts, unspecified",45591007,
Primary Malignant Neoplasm Disorder Value Set,Refractory anemia with excess of blasts 1,45557082,
Primary Malignant Neoplasm Disorder Value Set,Refractory anemia with excess of blasts 2,45591008,
Primary Malignant Neoplasm Disorder Value Set,"Refractory anemia, unspecified",35206670,
Primary Malignant Neoplasm Disorder Value Set,"Myelodysplastic syndrome, unspecified",37610359,
Primary Malignant Neoplasm Disorder Value Set,Refractory cytopenia with multilineage dysplasia and ring sideroblasts,45586110,
Primary Malignant Neoplasm Disorder Value Set,Myelodysplastic syndrome with isolated del (5q) chromosomal abnormality,45469999,
Primary Malignant Neoplasm Disorder Value Set,Other myelodysplastic syndromes,37613399,
Primary Malignant Neoplasm Disorder Value Set,Systemic mastocytosis,42542237,
Primary Malignant Neoplasm Disorder Value Set,Chronic myeloproliferative disease,37613063,
Primary Malignant Neoplasm Disorder Value Set,Essential (hemorrhagic) thrombocythemia,35206679,
Primary Malignant Neoplasm Disorder Value Set,Osteomyelofibrosis,37616227,
Primary Malignant Neoplasm Disorder Value Set,"Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified",35206681,
Primary Malignant Neoplasm Disorder Value Set,Post-transplant lymphoproliferative disorder (PTLD),45542704,
Primary Malignant Neoplasm Disorder Value Set,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue",35206680,
Primary Malignant Neoplasm Disorder Value Set,Neoplasm of unspecified behavior of brain,45571626,
Primary Malignant Neoplasm Disorder Value Set,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system,45600602,
Primary Malignant Neoplasm Disorder Value Set,null,,
Procedure Intent Value Set,Preventive - intent,3374274,
Procedure Intent Value Set,Diagnostic intent,3411493,
Procedure Intent Value Set,Screening - procedure intent,3421612,
Procedure Intent Value Set,Palliative - procedure intent,3311632,
Procedure Intent Value Set,Curative - procedure intent,3247207,
Procedure Intent Value Set,Supportive - procedure intent,3218109,
Procedure Intent Value Set,Guidance intent,3407971,
Procedure Intent Value Set,Forensic intent,3341260,
Radiotherapy Modality Value Set,null,,
Radiotherapy Modality Value Set,null,,
Radiotherapy Technique Value Set,null,,
Radiotherapy Technique Value Set,null,,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IIB (qualifier value),37168505,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IIA (qualifier value),37168504,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level XB (qualifier value),37160533,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level X (qualifier value),37160534,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level XA (qualifier value),37160535,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IA (qualifier value),37160536,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IB (qualifier value),37160537,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VIII (qualifier value),37160538,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IX (qualifier value),37160539,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IVA (qualifier value),37160540,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IVB (qualifier value),37160541,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VA (qualifier value),37160542,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VB (qualifier value),37160543,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VC (qualifier value),37160544,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VIA (qualifier value),37160545,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VIB (qualifier value),37160546,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VIIB (qualifier value),37160547,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VIIA (qualifier value),37160548,
Radiotherapy Treatment Location Qualifier Value Set,Non-adjacent (qualifier value),37163422,
Radiotherapy Treatment Location Qualifier Value Set,Peripheral (qualifier value),4031511,
Radiotherapy Treatment Location Qualifier Value Set,Adjacent,3237189,
Radiotherapy Treatment Location Qualifier Value Set,Multiple (qualifier value),4112104,
Radiotherapy Treatment Location Qualifier Value Set,Entire (qualifier value),4114660,
Radiotherapy Treatment Location Qualifier Value Set,Partial (qualifier value),4116993,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level I (qualifier value),4121215,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level II (qualifier value),4123173,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level III (qualifier value),4119374,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level IV (qualifier value),4119375,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level V (qualifier value),4121216,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VI (qualifier value),4121217,
Radiotherapy Treatment Location Qualifier Value Set,Core (qualifier value),4123476,
Radiotherapy Treatment Location Qualifier Value Set,Internal (qualifier value),4127806,
Radiotherapy Treatment Location Qualifier Value Set,Middle (qualifier value),4125576,
Radiotherapy Treatment Location Qualifier Value Set,Oral (qualifier value),4128794,
Radiotherapy Treatment Location Qualifier Value Set,External (qualifier value),4130085,
Radiotherapy Treatment Location Qualifier Value Set,Inferior (qualifier value),4134040,
Radiotherapy Treatment Location Qualifier Value Set,Lower (qualifier value),4126988,
Radiotherapy Treatment Location Qualifier Value Set,Upper (qualifier value),4130098,
Radiotherapy Treatment Location Qualifier Value Set,Central (qualifier value),4095408,
Radiotherapy Treatment Location Qualifier Value Set,Superior (qualifier value),4138000,
Radiotherapy Treatment Location Qualifier Value Set,Level 1 (qualifier value),4082643,
Radiotherapy Treatment Location Qualifier Value Set,Level 2 (qualifier value),4082644,
Radiotherapy Treatment Location Qualifier Value Set,Level 3 (qualifier value),4080421,
Radiotherapy Treatment Location Qualifier Value Set,Lymph node level VII (qualifier value),4194422,
Radiotherapy Treatment Location Qualifier Value Set,Proximal (qualifier value),4226543,
Radiotherapy Treatment Location Qualifier Value Set,Surface (qualifier value),4256609,
Radiotherapy Treatment Location Qualifier Value Set,Distal (qualifier value),4261786,
Radiotherapy Treatment Location Qualifier Value Set,null,,
Radiotherapy Treatment Location Qualifier Value Set,null,,
Radiotherapy Treatment Location Value Set,Bowel space (body structure),,Y
Radiotherapy Treatment Location Value Set,Small bowel space (body structure),,Y
Radiotherapy Treatment Location Value Set,Liver structure (body structure),4009105,
Radiotherapy Treatment Location Value Set,Main bronchus structure (body structure),4008013,
Radiotherapy Treatment Location Value Set,Pancreas and jejunum (combined site) (body structure),4004971,
Radiotherapy Treatment Location Value Set,Parathyroid structure (body structure),4006785,
Radiotherapy Treatment Location Value Set,Bone structure of rib (body structure),4011851,
Radiotherapy Treatment Location Value Set,Structure of external iliac artery (body structure),4034036,
Radiotherapy Treatment Location Value Set,Intestinal structure (body structure),4034270,
Radiotherapy Treatment Location Value Set,Cerebellar structure (body structure),4034048,
Radiotherapy Treatment Location Value Set,Sacral spinal cord structure (body structure),4015790,
Radiotherapy Treatment Location Value Set,Tumor bed (morphologic abnormality),37156113,
Radiotherapy Treatment Location Value Set,Structure of odontoid process of axis (body structure),4035260,
Radiotherapy Treatment Location Value Set,Ear structure (body structure),4037611,
Radiotherapy Treatment Location Value Set,Structure of second sacral vertebra (body structure),4036687,
Radiotherapy Treatment Location Value Set,Structure of innominate bone and/or sacrum and/or coccyx (body structure),,Y
